gene_symbol	hgnc_id	omim_disease_id	omim_title	omim_disease_description	omim_description_original	omim_all_criteria_include	omim_molecular_basis_known	omim_type_include	omim_id_include	omim_disease_description_somatic_response_include	gene_include
HYT2	-	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to, 2}	{Hypertension, essential, susceptibility to, 2}, 145500 (2)	n	n	n	y	y	n
HYT3	-	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to, 3}	{Hypertension, essential, susceptibility to, 3}, 145500 (2)	n	y	n	y	y	n
HYT4	-	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to, 4}	{Hypertension, essential, susceptibility to, 4}, 145500 (2)	n	n	n	y	y	n
HYT5	-	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to, 5}	{Hypertension, essential, susceptibility to, 5}, 145500 (2)	n	n	n	y	y	n
HYT6	-	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to, 6}	{Hypertension, essential, susceptibility to, 6}, 145500 (2)	n	n	n	y	y	n
HYT7	-	-	NA	{Hypertension, essential, susceptibility to, 7} (2)	{Hypertension, essential, susceptibility to, 7} (2)	n	n	n	n	y	n
HYT8	-	-	NA	{Hypertension, essential, susceptibility to, 8} (2)	{Hypertension, essential, susceptibility to, 8} (2)	n	n	n	n	y	n
AGT	HGNC:333	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to}	{Hypertension, essential, susceptibility to}, 145500 (3)	n	y	n	y	y	y
ECE1	HGNC:3146	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to}	{Hypertension, essential, susceptibility to}, 145500 (3)	n	y	n	y	y	y
GNB3	HGNC:4400	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to}	{Hypertension, essential, susceptibility to}, 145500 (3)	n	y	n	y	y	y
AGTR1	HGNC:336	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential}	{Hypertension, essential}, 145500 (3)	n	y	n	y	y	y
RETN	HGNC:20389	125853	TYPE 2 DIABETES MELLITUS	{Hypertension, insulin resistance-related, susceptibility to}	{Hypertension, insulin resistance-related, susceptibility to}, 125853 (3)	n	y	n	y	y	y
NOS3	HGNC:7876	189800	NA	{Hypertension, pregnancy-induced}	{Hypertension, pregnancy-induced}, 189800 (3)	n	y	n	y	y	y
CYP3A5	HGNC:2638	145500	HYPERTENSION, ESSENTIAL	{Hypertension, salt-sensitive essential, susceptibility to}	{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3)	n	y	n	y	y	y
NOS3	HGNC:7876	145500	HYPERTENSION, ESSENTIAL	{Hypertension, susceptibility to}	{Hypertension, susceptibility to}, 145500 (3)	n	y	n	y	y	y
APOA5	HGNC:17288	145750	HYPERTRIGLYCERIDEMIA 1	{Hypertriglyceridemia, susceptibility to}	{Hypertriglyceridemia, susceptibility to}, 145750 (3)	n	y	n	y	y	y
CFTR	HGNC:1884	-	NA	{Hypertrypsinemia, neonatal} (3)	{Hypertrypsinemia, neonatal} (3)	n	y	n	n	y	y
HS6ST1	HGNC:5201	614880	HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA	{Hypogonadotropic hypogonadism 15 with or without anosmia}	{Hypogonadotropic hypogonadism 15 with or without anosmia}, 614880 (3)	n	y	n	y	y	y
SEMA3A	HGNC:10723	614897	HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA	{Hypogonadotropic hypogonadism 16 with or without anosmia}	{Hypogonadotropic hypogonadism 16 with or without anosmia}, 614897 (3)	n	y	n	y	y	y
HYSP4	-	-	NA	{Hypospadias 4, X-linked, susceptibility to} (2)	{Hypospadias 4, X-linked, susceptibility to} (2)	n	n	n	n	y	n
IGAN1	-	-	NA	{IgA nephropathy, susceptibility to, 1} (2)	{IgA nephropathy, susceptibility to, 1} (2)	n	n	n	n	y	n
IGAN2	-	-	NA	{IgA nephropathy, susceptibility to, 2} (2)	{IgA nephropathy, susceptibility to, 2} (2)	n	n	n	n	y	n
OTULIN	HGNC:25118	619986	IMMUNODEFICIENCY 107, SUSCEPTIBILITY TO INVASIVE STAPHYLOCOCCUS AUREUS INFECTION	{Immunodeficiency 107, susceptibility to invasive staphylococcus aureus infection}	{Immunodeficiency 107, susceptibility to invasive staphylococcus aureus infection}, 619986 (3)	n	y	n	y	y	y
TLR3	HGNC:11849	613002	IMMUNODEFICIENCY 83, SUSCEPTIBILITY TO VIRAL INFECTIONS	{Immunodeficiency 83, susceptibility to viral infections}	{Immunodeficiency 83, susceptibility to viral infections}, 613002 (3)	n	y	n	y	y	y
ATG16L1	HGNC:21498	611081	INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 10	{Inflammatory bowel disease (Crohn disease) 10}	{Inflammatory bowel disease (Crohn disease) 10}, 611081 (3)	n	y	n	y	y	y
IRGM	HGNC:29597	612278	INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 19	{Inflammatory bowel disease (Crohn disease) 19}	{Inflammatory bowel disease (Crohn disease) 19}, 612278 (3)	n	y	n	y	y	y
NOD2	HGNC:5331	266600	INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1	{Inflammatory bowel disease 1, Crohn disease}	{Inflammatory bowel disease 1, Crohn disease}, 266600 (3)	n	y	n	y	y	y
IBD11	-	-	NA	{Inflammatory bowel disease 11} (2)	{Inflammatory bowel disease 11} (2)	n	n	n	n	y	n
IBD12	-	-	NA	{Inflammatory bowel disease 12} (2)	{Inflammatory bowel disease 12} (2)	n	n	n	n	y	n
ABCB1	HGNC:40	612244	INFLAMMATORY BOWEL DISEASE 13	{Inflammatory bowel disease 13}	{Inflammatory bowel disease 13}, 612244 (3)	n	y	n	y	y	y
IRF5	HGNC:6120	612245	INFLAMMATORY BOWEL DISEASE 14	{Inflammatory bowel disease 14}	{Inflammatory bowel disease 14}, 612245 (3)	n	y	n	y	y	y
IBD15	-	-	NA	{Inflammatory bowel disease 15} (2)	{Inflammatory bowel disease 15} (2)	n	n	n	n	y	n
IBD16	-	-	NA	{Inflammatory bowel disease 16} (2)	{Inflammatory bowel disease 16} (2)	n	n	n	n	y	n
IL23R	HGNC:19100	612261	INFLAMMATORY BOWEL DISEASE 17	{Inflammatory bowel disease 17, protection against}	{Inflammatory bowel disease 17, protection against}, 612261 (3)	n	y	n	y	y	y
IBD18	-	-	NA	{Inflammatory bowel disease 18} (2)	{Inflammatory bowel disease 18} (2)	n	n	n	n	y	n
IBD20	-	-	NA	{Inflammatory bowel disease 20} (2)	{Inflammatory bowel disease 20} (2)	n	n	n	n	y	n
IBD21	-	-	NA	{Inflammatory bowel disease 21} (2)	{Inflammatory bowel disease 21} (2)	n	n	n	n	y	n
IBD22	-	-	NA	{Inflammatory bowel disease 22} (2)	{Inflammatory bowel disease 22} (2)	n	n	n	n	y	n
IBD23	-	-	NA	{Inflammatory bowel disease 23} (2)	{Inflammatory bowel disease 23} (2)	n	y	n	n	y	n
IBD24	-	-	NA	{Inflammatory bowel disease 24} (2)	{Inflammatory bowel disease 24} (2)	n	n	n	n	y	n
IBD26	-	-	NA	{Inflammatory bowel disease 26} (2)	{Inflammatory bowel disease 26} (2)	n	n	n	n	y	n
IBD27	-	-	NA	{Inflammatory bowel disease 27} (2)	{Inflammatory bowel disease 27} (2)	n	n	n	n	y	n
INAVA	HGNC:25599	618077	INFLAMMATORY BOWEL DISEASE 29	{Inflammatory bowel disease 29}	{Inflammatory bowel disease 29}, 618077 (3)	n	y	n	y	y	y
IBD2	HGNC:10717	-	NA	{Inflammatory bowel disease 2} (2)	{Inflammatory bowel disease 2} (2)	n	n	n	n	y	y
IBD3	-	-	NA	{Inflammatory bowel disease 3} (2)	{Inflammatory bowel disease 3} (2)	n	y	n	n	y	n
IBD4	-	-	NA	{Inflammatory bowel disease 4} (2)	{Inflammatory bowel disease 4} (2)	n	n	n	n	y	n
IBD5	-	-	NA	{Inflammatory bowel disease 5} (2)	{Inflammatory bowel disease 5} (2)	n	n	n	n	y	n
IBD6	-	-	NA	{Inflammatory bowel disease 6} (2)	{Inflammatory bowel disease 6} (2)	n	n	n	n	y	n
IBD7	-	-	NA	{Inflammatory bowel disease 7} (2)	{Inflammatory bowel disease 7} (2)	n	n	n	n	y	n
IBD8	-	-	NA	{Inflammatory bowel disease 8} (2)	{Inflammatory bowel disease 8} (2)	n	n	n	n	y	n
IBD9	-	-	NA	{Inflammatory bowel disease 9} (2)	{Inflammatory bowel disease 9} (2)	n	n	n	n	y	n
IFITM3	HGNC:5414	614680	INFLUENZA, SEVERE, SUSCEPTIBILITY TO	{Influenza, severe, susceptibility to}	{Influenza, severe, susceptibility to}, 614680 (3)	n	y	n	y	y	y
PTPN1	HGNC:9642	125853	TYPE 2 DIABETES MELLITUS	{Insulin resistance, susceptibility to}	{Insulin resistance, susceptibility to}, 125853 (3)	n	y	n	y	y	y
INTLQ1	-	-	NA	{Intelligence QTL1} (2)	{Intelligence QTL1} (2)	n	n	n	n	y	n
INTLQ2	-	-	NA	{Intelligence QTL3} (2)	{Intelligence QTL3} (2)	n	y	n	n	y	n
INTLQ3	-	-	NA	{Intelligence QTL3} (2)	{Intelligence QTL3} (2)	n	y	n	n	y	n
COL9A3	HGNC:2219	603932	INTERVERTEBRAL DISC DISEASE	{Intervertebral disc disease, susceptibility to}	{Intervertebral disc disease, susceptibility to}, 603932 (3)	n	y	n	y	y	y
IL6	HGNC:6018	108010	ARTERIOVENOUS MALFORMATIONS OF THE BRAIN	{Intracranial hemorrhage in brain cerebrovascular malformations, susceptibility to}	{Intracranial hemorrhage in brain cerebrovascular malformations, susceptibility to}, 108010 (3)	n	y	n	y	y	y
BMP6	HGNC:1073	620121	IRON OVERLOAD, SUSCEPTIBILITY TO	{Iron overload, susceptibility to}	{Iron overload, susceptibility to}, 620121 (3)	n	y	n	y	y	y
NOS3	HGNC:7876	601367	STROKE, ISCHEMIC	{Ischemic stroke, susceptibility to}	{Ischemic stroke, susceptibility to}, 601367 (3)	n	y	n	y	y	y
KAZA1	-	-	NA	{Kala-azar, susceptibility to, 1} (2)	{Kala-azar, susceptibility to, 1} (2)	n	n	n	n	y	n
KAZA2	-	-	NA	{Kala-azar, susceptibility to, 2} (2)	{Kala-azar, susceptibility to, 2} (2)	n	n	n	n	y	n
KAZA3	-	-	NA	{Kala-azar, susceptibility to, 3} (2)	{Kala-azar, susceptibility to, 3} (2)	n	y	n	n	y	n
IL6	HGNC:6018	148000	KAPOSI SARCOMA, SUSCEPTIBILITY TO	{Kaposi sarcoma, susceptibility to}	{Kaposi sarcoma, susceptibility to}, 148000 (3)	n	y	n	y	y	y
PRNP	HGNC:9449	245300	KURU, SUSCEPTIBILITY TO	{Kuru, susceptibility to}	{Kuru, susceptibility to}, 245300 (3)	n	y	n	y	y	y
ALAD	HGNC:395	612740	PORPHYRIA, ACUTE HEPATIC	{Lead poisoning, susceptibility to}	{Lead poisoning, susceptibility to}, 612740 (3)	n	y	n	y	y	y
AGRP	HGNC:330	601665	OBESITY	{Leanness, inherited}	{Leanness, inherited}, 601665 (3)	n	y	n	y	y	y
PRICKLE3	HGNC:6645	308905	LEBER HEREDITARY OPTIC NEUROPATHY, MODIFIER OF	{Leber hereditary optic neuropathy, modifier of}	{Leber hereditary optic neuropathy, modifier of}, 308905 (3)	n	y	n	y	y	y
TLR5	HGNC:11851	608556	LEGIONNAIRE DISEASE, SUSCEPTIBILITY TO	{Legionnaire disease, susceptibility to}	{Legionnaire disease, susceptibility to}, 608556 (3)	n	y	n	y	y	y
LPRS	-	-	NA	{Leprosy, paucibacillary type, susceptibility to} (2)	{Leprosy, paucibacillary type, susceptibility to} (2)	n	n	n	n	y	n
TLR1	HGNC:11847	613223	LEPROSY, SUSCEPTIBILITY TO, 5	{Leprosy, protection against}	{Leprosy, protection against}, 613223 (3)	n	y	n	y	y	y
LPRS2	-	-	NA	{Leprosy, susceptibility to, 2} (2)	{Leprosy, susceptibility to, 2} (2)	n	n	n	n	y	n
LTA	HGNC:6709	610988	LEPROSY, SUSCEPTIBILITY TO, 4	{Leprosy, susceptibility to, 4}	{Leprosy, susceptibility to, 4}, 610988 (3)	n	y	n	y	y	y
TLR1	HGNC:11847	613223	LEPROSY, SUSCEPTIBILITY TO, 5	{Leprosy, susceptibility to, 5}	{Leprosy, susceptibility to, 5}, 613223 (3)	n	y	n	y	y	y
LPRS6	-	-	NA	{Leprosy, susceptibility to, 6} (2)	{Leprosy, susceptibility to, 6} (2)	n	n	n	n	y	n
TLR2	HGNC:11848	246300	LEPROSY, SUSCEPTIBILITY TO, 3	{Leprosy, susceptibility to}	{Leprosy, susceptibility to}, 246300 (3)	n	y	n	y	y	y
ALL2	-	-	NA	{Leukemia, acute lymphoblastic, susceptibility to, 2} (2)	{Leukemia, acute lymphoblastic, susceptibility to, 2} (2)	n	n	n	n	y	n
PAX5	HGNC:8619	615545	LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3	{Leukemia, acute lymphoblastic, susceptibility to, 3}	{Leukemia, acute lymphoblastic, susceptibility to, 3}, 615545 (3)	n	y	n	y	y	y
ALL1	-	-	NA	{Leukemia, acute lymphocytic, susceptibility to, 1} (2)	{Leukemia, acute lymphocytic, susceptibility to, 1} (2)	n	n	n	n	y	n
GATA2	HGNC:4171	601626	LEUKEMIA, ACUTE MYELOID	{Leukemia, acute myeloid, susceptibility to}	{Leukemia, acute myeloid, susceptibility to}, 601626 (3)	n	y	n	y	y	y
CHIC2	HGNC:1935	601626	LEUKEMIA, ACUTE MYELOID	{Leukemia, acute myeloid}	{Leukemia, acute myeloid}, 601626 (3)	n	y	n	y	y	y
TERT	HGNC:11730	601626	LEUKEMIA, ACUTE MYELOID	{Leukemia, acute myeloid}	{Leukemia, acute myeloid}, 601626 (3)	n	y	n	y	y	y
CLLS4	-	-	NA	{Leukemia, chronic lymphocytic susceptibility to, 4} (2)	{Leukemia, chronic lymphocytic susceptibility to, 4} (2)	n	n	n	n	y	n
CLLS5	-	-	NA	{Leukemia, chronic lymphocytic susceptibility to, 5} (2)	{Leukemia, chronic lymphocytic susceptibility to, 5} (2)	n	n	n	n	y	n
CLLS1	-	-	NA	{Leukemia, chronic lymphocytic, susceptibility to, 1} (2)	{Leukemia, chronic lymphocytic, susceptibility to, 1} (2)	n	n	n	n	y	n
CLLS2	-	-	NA	{Leukemia, chronic lymphocytic, susceptibility to, 2} (2)	{Leukemia, chronic lymphocytic, susceptibility to, 2} (2)	n	n	n	n	y	n
CLLS3	-	-	NA	{Leukemia, chronic lymphocytic, susceptibility to, 3} (2)	{Leukemia, chronic lymphocytic, susceptibility to, 3} (2)	n	y	n	n	y	n
NQO1	HGNC:2874	-	NA	{Leukemia, post-chemotherapy, susceptibility to} (3)	{Leukemia, post-chemotherapy, susceptibility to} (3)	n	y	n	n	y	y
GBA	HGNC:4177	127750	DEMENTIA, LEWY BODY	{Lewy body dementia, susceptibility to}	{Lewy body dementia, susceptibility to}, 127750 (3)	n	y	n	y	y	y
LMNB2	HGNC:6638	608709	LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO	{Lipodystrophy, partial, acquired, susceptibility to}	{Lipodystrophy, partial, acquired, susceptibility to}, 608709 (3)	n	y	n	y	y	y
KCNQ1	HGNC:6294	192500	LONG QT SYNDROME 1	{Long QT syndrome 1, acquired, susceptibility to}	{Long QT syndrome 1, acquired, susceptibility to}, 192500 (3)	n	y	n	y	y	y
ALG10B	HGNC:31088	613688	LONG QT SYNDROME 2	{Long QT syndrome, acquired, reduced susceptibility to}	{Long QT syndrome, acquired, reduced susceptibility to}, 613688 (3)	n	y	n	y	y	y
PCSK9	HGNC:20001	603776	HYPERCHOLESTEROLEMIA, FAMILIAL, 3	{Low density lipoprotein cholesterol level QTL 1}	{Low density lipoprotein cholesterol level QTL 1}, 603776 (3)	n	y	n	y	y	y
CYP11B2	HGNC:2592	-	NA	{Low renin hypertension, susceptibility to} (3)	{Low renin hypertension, susceptibility to} (3)	n	y	n	n	y	y
ASPN	HGNC:14872	603932	INTERVERTEBRAL DISC DISEASE	{Lumbar disc degeneration}	{Lumbar disc degeneration}, 603932 (3)	n	y	n	y	y	y
CILP	HGNC:1980	603932	INTERVERTEBRAL DISC DISEASE	{Lumbar disc disease, susceptibility to}	{Lumbar disc disease, susceptibility to}, 603932 (3)	n	y	n	y	y	y
COL11A1	HGNC:2186	603932	INTERVERTEBRAL DISC DISEASE	{Lumbar disc herniation, susceptibility to}	{Lumbar disc herniation, susceptibility to}, 603932 (3)	n	y	n	y	y	y
THBS2	HGNC:11786	603932	INTERVERTEBRAL DISC DISEASE	{Lumbar disc herniation, susceptibility to}	{Lumbar disc herniation, susceptibility to}, 603932 (3)	n	y	n	y	y	y
CHRNA3	HGNC:1957	612052	SMOKING AS A QUANTITATIVE TRAIT LOCUS 3	{Lung cancer susceptibility 2}	{Lung cancer susceptibility 2}, 612052 (3)	n	y	n	y	y	y
CHRNA5	HGNC:1959	612052	SMOKING AS A QUANTITATIVE TRAIT LOCUS 3	{Lung cancer susceptibility 2}	{Lung cancer susceptibility 2}, 612052 (3)	n	y	n	y	y	y
LNCR3	-	-	NA	{Lung cancer susceptibility 3} (2)	{Lung cancer susceptibility 3} (2)	n	y	n	n	y	n
LNCR4	-	-	NA	{Lung cancer susceptibility 4} (2)	{Lung cancer susceptibility 4} (2)	n	n	n	n	y	n
LNCR5	-	-	NA	{Lung cancer susceptibility 5} (2)	{Lung cancer susceptibility 5} (2)	n	n	n	n	y	n
LNCR1	-	-	NA	{Lung cancer susceptibility} (2)	{Lung cancer susceptibility} (2)	n	n	n	n	y	n
MPO	HGNC:7218	-	NA	{Lung cancer, protection against, in smokers} (3)	{Lung cancer, protection against, in smokers} (3)	n	y	n	n	y	y
CASP8	HGNC:1509	211980	LUNG CANCER	{Lung cancer, protection against}	{Lung cancer, protection against}, 211980 (3)	n	y	n	y	y	y
CYP2A6	HGNC:2610	211980	LUNG CANCER	{Lung cancer, resistance to}	{Lung cancer, resistance to}, 211980 (3)	n	y	n	y	y	y
ERCC6	HGNC:3438	211980	LUNG CANCER	{Lung cancer, susceptibility to}	{Lung cancer, susceptibility to}, 211980 (3)	n	y	n	y	y	y
FASLG	HGNC:11936	211980	LUNG CANCER	{Lung cancer, susceptibility to}	{Lung cancer, susceptibility to}, 211980 (3)	n	y	n	y	y	y
FCGR2A	HGNC:3616	152700	SYSTEMIC LUPUS ERYTHEMATOSUS	{Lupus nephritis, susceptibility to}	{Lupus nephritis, susceptibility to}, 152700 (3)	n	y	n	y	y	y
BCL10	HGNC:989	605027	LYMPHOMA, NON-HODGKIN, FAMILIAL	{Lymphoma, follicular, somatic}	{Lymphoma, follicular, somatic}, 605027 (3)	n	y	n	y	n	y
NKS1	-	-	NA	{Lysis by alloreactive natural killer cells, susceptibility to} (2)	{Lysis by alloreactive natural killer cells, susceptibility to} (2)	n	n	n	n	y	n
WM2	-	-	NA	{Macroglobulinemia, Waldenstrom, susceptibility to, 2} (2)	{Macroglobulinemia, Waldenstrom, susceptibility to, 2} (2)	n	n	n	n	y	n
CST3	HGNC:2475	611953	MACULAR DEGENERATION, AGE-RELATED, 11	{Macular degeneration, age-related, 11}	{Macular degeneration, age-related, 11}, 611953 (3)	n	y	n	y	y	y
CX3CR1	HGNC:2558	613784	MACULAR DEGENERATION, AGE-RELATED, 12	{Macular degeneration, age-related, 12}	{Macular degeneration, age-related, 12}, 613784 (3)	n	y	n	y	y	y
CFI	HGNC:5394	615439	MACULAR DEGENERATION, AGE-RELATED, 13	{Macular degeneration, age-related, 13, susceptibility to}	{Macular degeneration, age-related, 13, susceptibility to}, 615439 (3)	n	y	n	y	y	y
C2	HGNC:1248	615489	MACULAR DEGENERATION, AGE-RELATED, 14	{Macular degeneration, age-related, 14, reduced risk of}	{Macular degeneration, age-related, 14, reduced risk of}, 615489 (3)	n	y	n	y	y	y
CFB	HGNC:1037	615489	MACULAR DEGENERATION, AGE-RELATED, 14	{Macular degeneration, age-related, 14, reduced risk of}	{Macular degeneration, age-related, 14, reduced risk of}, 615489 (3)	n	y	n	y	y	y
C9	HGNC:1358	615591	MACULAR DEGENERATION, AGE-RELATED, 15	{Macular degeneration, age-related, 15, susceptibility to}	{Macular degeneration, age-related, 15, susceptibility to}, 615591 (3)	n	y	n	y	y	y
HMCN1	HGNC:19194	603075	MACULAR DEGENERATION, AGE-RELATED, 1	{Macular degeneration, age-related, 1}	{Macular degeneration, age-related, 1}, 603075 (3)	n	y	n	y	y	y
ABCA4	HGNC:34	153800	MACULAR DEGENERATION, AGE-RELATED, 2	{Macular degeneration, age-related, 2}	{Macular degeneration, age-related, 2}, 153800 (3)	n	y	n	y	y	y
CFH	HGNC:4883	610698	MACULAR DEGENERATION, AGE-RELATED, 4	{Macular degeneration, age-related, 4}	{Macular degeneration, age-related, 4}, 610698 (3)	n	y	n	y	y	y
HTRA1	HGNC:9476	610149	MACULAR DEGENERATION, AGE-RELATED, 7	{Macular degeneration, age-related, 7}	{Macular degeneration, age-related, 7}, 610149 (3)	n	y	n	y	y	y
LOC387715	HGNC:32685	613778	MACULAR DEGENERATION, AGE-RELATED, 8	{Macular degeneration, age-related, 8}	{Macular degeneration, age-related, 8}, 613778 (3)	n	y	n	y	y	y
C3	HGNC:1318	611378	MACULAR DEGENERATION, AGE-RELATED, 9	{Macular degeneration, age-related, 9}	{Macular degeneration, age-related, 9}, 611378 (3)	n	y	n	y	y	y
HTRA1	HGNC:9476	610149	MACULAR DEGENERATION, AGE-RELATED, 7	{Macular degeneration, age-related, neovascular type}	{Macular degeneration, age-related, neovascular type}, 610149 (3)	n	y	n	y	y	y
CFHR1	HGNC:4888	603075	MACULAR DEGENERATION, AGE-RELATED, 1	{Macular degeneration, age-related, reduced risk of}	{Macular degeneration, age-related, reduced risk of}, 603075 (3)	n	y	n	y	y	y
CFHR3	HGNC:16980	603075	MACULAR DEGENERATION, AGE-RELATED, 1	{Macular degeneration, age-related, reduced risk of}	{Macular degeneration, age-related, reduced risk of}, 603075 (3)	n	y	n	y	y	y
ERCC6	HGNC:3438	613761	MACULAR DEGENERATION, AGE-RELATED, 5	{Macular degeneration, age-related, susceptibility to, 5}	{Macular degeneration, age-related, susceptibility to, 5}, 613761 (3)	n	y	n	y	y	y
MAFD1	-	-	NA	{Major affective disorder 1} (2)	{Major affective disorder 1} (2)	n	n	n	n	y	n
MAFD3	-	-	NA	{Major affective disorder 3, early onset} (2)	{Major affective disorder 3, early onset} (2)	n	y	n	n	y	n
MAFD5	-	-	NA	{Major affective disorder 5} (2)	{Major affective disorder 5} (2)	n	n	n	n	y	n
MAFD6	-	-	NA	{Major affective disorder 6} (2)	{Major affective disorder 6} (2)	n	n	n	n	y	n
XBP1	HGNC:12801	612371	MAJOR AFFECTIVE DISORDER 7	{Major affective disorder-7, susceptibility to}	{Major affective disorder-7, susceptibility to}, 612371 (3)	n	y	n	y	y	y
MAFD8	-	-	NA	{Major affective disorder-8, susceptibility to} (2)	{Major affective disorder-8, susceptibility to} (2)	n	n	n	n	y	n
MAFD9	-	-	NA	{Major affective disorder-9, susceptibility to} (2)	{Major affective disorder-9, susceptibility to} (2)	n	n	n	n	y	n
FKBP5	HGNC:3721	608516	MAJOR DEPRESSIVE DISORDER	{Major depressive disorder and accelerated response to antidepressant drug treatment}	{Major depressive disorder and accelerated response to antidepressant drug treatment}, 608516 (3)	n	y	n	y	n	y
HTR2A	HGNC:5293	608516	MAJOR DEPRESSIVE DISORDER	{Major depressive disorder, response to citalopram therapy in}	{Major depressive disorder, response to citalopram therapy in}, 608516 (3)	n	y	n	y	n	y
CD36	HGNC:1663	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, cerebral, reduced risk of}	{Malaria, cerebral, reduced risk of}, 611162 (3)	n	y	n	y	y	y
CD36	HGNC:1663	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, cerebral, susceptibility to}	{Malaria, cerebral, susceptibility to}, 611162 (3)	n	y	n	y	y	y
ICAM1	HGNC:5344	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, cerebral, susceptibility to}	{Malaria, cerebral, susceptibility to}, 611162 (3)	n	y	n	y	y	y
TNF	HGNC:11892	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, cerebral, susceptibility to}	{Malaria, cerebral, susceptibility to}, 611162 (3)	n	y	n	y	y	y
PFBI	-	-	NA	{Malaria, intensity of infection} (2)	{Malaria, intensity of infection} (2)	n	n	n	n	y	n
NCR3	HGNC:19077	609148	MALARIA, MILD, SUSCEPTIBILITY TO	{Malaria, mild, susceptibility to}	{Malaria, mild, susceptibility to}, 609148 (3)	n	y	n	y	y	y
TIRAP	HGNC:17192	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, protection against}	{Malaria, protection against}, 611162 (3)	n	y	n	y	y	y
FCGR2B	HGNC:3618	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, resistance to}	{Malaria, resistance to}, 611162 (3)	n	y	n	y	y	y
GYPA	-	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, resistance to}	{Malaria, resistance to}, 611162 (3)	n	y	n	y	y	n
GYPB	HGNC:4703	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, resistance to}	{Malaria, resistance to}, 611162 (3)	n	y	n	y	y	y
GYPC	HGNC:4704	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, resistance to}	{Malaria, resistance to}, 611162 (3)	n	y	n	y	y	y
HBB	HGNC:4827	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, resistance to}	{Malaria, resistance to}, 611162 (3)	n	y	n	y	y	y
NOS2A	HGNC:7873	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, resistance to}	{Malaria, resistance to}, 611162 (3)	n	y	n	y	y	y
SLC4A1	HGNC:11027	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, resistance to}	{Malaria, resistance to}, 611162 (3)	n	y	n	y	y	y
CR1	HGNC:2334	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, severe, resistance to}	{Malaria, severe, resistance to}, 611162 (3)	n	y	n	y	y	y
FCGR2A	HGNC:3616	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, severe, susceptibility to}	{Malaria, severe, susceptibility to}, 611162 (3)	n	y	n	y	y	y
CISH	HGNC:1984	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, susceptibility to}	{Malaria, susceptibility to}, 611162 (3)	n	y	n	y	y	y
ACKR1	HGNC:4035	611162	MALARIA, SUSCEPTIBILITY TO	{Malaria, vivax, protection against}	{Malaria, vivax, protection against}, 611162 (3)	n	y	n	y	y	y
BCL10	HGNC:989	273300	TESTICULAR GERM CELL TUMOR	{Male germ cell tumor, somatic}	{Male germ cell tumor, somatic}, 273300 (3)	n	y	n	y	n	y
RYR1	HGNC:10483	145600	MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 1	{Malignant hyperthermia susceptibility 1}	{Malignant hyperthermia susceptibility 1}, 145600 (3)	n	y	n	y	y	y
MHS2	-	-	NA	{Malignant hyperthermia susceptibility 2} (2)	{Malignant hyperthermia susceptibility 2} (2)	n	n	n	n	y	n
MHS3	-	-	NA	{Malignant hyperthermia susceptibility 3} (2)	{Malignant hyperthermia susceptibility 3} (2)	n	y	n	n	y	n
MHS4	-	-	NA	{Malignant hyperthermia susceptibility 4} (2)	{Malignant hyperthermia susceptibility 4} (2)	n	n	n	n	y	n
