ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,GrowthPattern,MolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-001819,PT-FVLPZS,MFM-223,MFM223,,Commercial,SIDM00332,CVCL_1408,IDC,,luminal,Metastatic,pleural_effusion,Female,DSMZ,,MFM223_BREAST,,,,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-001820,PT-UXPdpL,COLO-824,COLO824,52.0,Commercial,SIDM00954,CVCL_1136,BNNOS,,,Metastatic,pleural_effusion,Female,DSMZ,,COLO824_BREAST,,,,BNNOS,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",Breast
ACH-001825,PT-IPboWn,SW527,SW527,51.0,,,CVCL_3799,COAD,,,Metastatic,lymph_node,Male,,,SW527_LARGE_INTESTINE,,"This line is a SW-480, SW-620 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.",,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001827,PT-FHXDQt,184B5,184B5,21.0,,,CVCL_4688,ZIMMBR,,,Primary,breast,Female,,,184B5_BREAST,,,,,Immortalized Breast Cells,Non-Cancerous,Breast
ACH-001834,PT-EXxLVu,ICC10,ICC10,,Academic lab,,CVCL_A1VB,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC10_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001835,PT-EXxLVu,ICC10-6,ICC106,,Academic lab,,CVCL_A1UZ,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC106_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001836,PT-EXxLVu,ICC10-8,ICC108,,Academic lab,,CVCL_A1VA,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC108_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001838,PT-cRrqep,ICC12,ICC12,,Academic lab,,CVCL_A1VC,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC12_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001839,PT-oAAItB,ICC13-7,ICC137,,Academic lab,,CVCL_A1VD,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC137_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001841,PT-wNrZ5J,ICC15,ICC15,,Academic lab,,CVCL_A1VE,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,ICC15_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001842,PT-QTHAca,ICC2,ICC2,66.0,Academic lab,,CVCL_VV27,IHCH,,,,biliary_tract,Female,Bardeesy (MGH),,ICC2_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001843,PT-c6a9E7,ICC3,ICC3,,Academic lab,,CVCL_A1ZB,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC3_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001844,PT-fiox7O,ICC4,ICC4,,Academic lab,,CVCL_A1VI,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,ICC4_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001845,PT-ugXTLv,ICC5,ICC5,73.0,Academic lab,,CVCL_VV28,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,ICC5_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001846,PT-iphgaq,ICC6,ICC6,,Academic lab,,CVCL_A1VF,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC6_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001848,PT-PUXC1Q,ICC8,ICC8,,Academic lab,,CVCL_A1VG,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,ICC8_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001849,PT-mD4L5a,ICC9,ICC9,,Academic lab,,CVCL_A1VH,IHCH,,,,biliary_tract,Unknown,Bardeesy (MGH),,ICC9_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001850,PT-rx5EvX,G415,G415,68.0,Commercial,,CVCL_8198,GBAD,,,Metastatic,ascites,Male,RIKEN via academic lab,,G415_BILIARY_TRACT,,,,GBAD,"Gallbladder Adenocarcinoma, NOS",Intracholecystic Papillary Neoplasm,Biliary Tract
ACH-001852,PT-eIYOff,HKGZ-CC,HKGZCC,76.0,Academic lab,,CVCL_E329,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,HKGZCC_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001853,PT-0MsFyj,KMCH-1,KMCH1,52.0,Academic lab,,CVCL_7970,HCCIHCH,,,,biliary_tract,Male,Bardeesy (MGH),,KMCH1_BILIARY_TRACT,,,,HCCIHCH,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver
ACH-001856,PT-E0gpbj,RBE,RBE,64.0,Academic lab,,CVCL_4896,IHCH,,,,biliary_tract,Female,Bardeesy (MGH),,RBE_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001857,PT-Sv5Y9u,SG231,SG231,42.0,Academic lab,,CVCL_0519,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,SG231_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001858,PT-hoMjwu,SSP-25,SSP25,61.0,Academic lab,SIDM00275,CVCL_4902,IHCH,,,,biliary_tract,Female,Bardeesy (MGH),,SSP25_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001861,PT-5pDw3E,TGBC1TKB,TGBC1TKB,,Academic lab,SIDM00252,CVCL_1769,GBC,,,Metastatic,lymph_node,Female,Bardeesy (MGH),,TGBC1TKB_BILIARY_TRACT,,,,GBC,Gallbladder Cancer,Intracholecystic Papillary Neoplasm,Biliary Tract
ACH-001862,PT-6N8kTd,TGBC52TKB,TGBC52TKB,52.0,Academic lab,,CVCL_H695,AMPCA,,,,lymph_node,Male,Bardeesy (MGH),,TGBC52TKB_BILIARY_TRACT,,,,AMPCA,Ampullary Carcinoma,Ampullary Carcinoma,Ampulla of Vater
ACH-001863,PT-VWXKPj,TKKK,TKKK,,Academic lab,,CVCL_5599,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,TKKK_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001864,PT-mhrkCC,YSCCC,YSCCC,70.0,Academic lab,,CVCL_3629,IHCH,,,,ascites,Female,Bardeesy (MGH),,YSCCC_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001958,PT-osNzyX,MS1,MS1,54.0,Academic lab,SIDM00245,CVCL_1429,SCLC,,,Metastatic,lung,Male,DeCaprio (DFCI),,MS1_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-001959,PT-x2cqmS,CC-LP-1,CCLP1,48.0,Academic lab,,CVCL_0205,IHCH,,,,biliary_tract,Male,Bardeesy (MGH),,CCLP1_BILIARY_TRACT,,Cell line thought to be female but has Y chromsome expression.,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001960,PT-9dwZW4,CC-SW-1,CCSW1,55.0,Academic lab,,CVCL_A429,IHCH,,,,biliary_tract,Female,Bardeesy (MGH),,CCSW1_BILIARY_TRACT,,,,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001961,PT-v333Dc,GB2,GB2,65.0,Academic lab,,CVCL_6899,GBAD,,,Metastatic,biliary_tract,Male,Bardeesy (MGH),,GB2_BILIARY_TRACT,,,,GBAD,"Gallbladder Adenocarcinoma, NOS",Intracholecystic Papillary Neoplasm,Biliary Tract
ACH-001970,PT-75oSJn,MM253,MM253,46.0,Commercial,,CVCL_2604,MEL,,,Metastatic,lymph_node,Male,CellBank Australia,,MM253_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-001973,PT-oJTeSY,MM485,MM485,,Commercial,,CVCL_2610,MEL,,,Metastatic,lymph_node,Male,CellBank Australia,,MM485_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-001977,PT-YF5RFe,NO36,NO36,,Commercial,,CVCL_2658,PLEMESO,,,Primary,pleural_effusion,Male,CellBank Australia,,NO36_LUNG,,,,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-001982,PT-6BEu4D,NZM3,NZM3,69.0,Commercial,,CVCL_D828,MEL,,,Metastatic,lymph_node,Male,CellBank Australia,,NZM3_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-001991,PT-WTNLuu,NZOV9,NZOV9,47.0,Commercial,,CVCL_LJ73,EOV,,,Primary,ovary,Female,CellBank Australia,,NZOV9_OVARY,,,,EOV,Endometrioid Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-001992,PT-nrQ0Fm,ONE58,ONE58,58.0,Commercial,,CVCL_2671,PLEMESO,,,Primary,pleural_effusion,Male,CellBank Australia,,ONE58_LUNG,,,,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-001993,PT-22pOAT,NALM-16,NALM16,12.0,Commercial,,CVCL_1834,BLL,,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,NALM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001997,PT-jmmNcQ,ECC2,ECC2,,Academic lab,,CVCL_A1UI,EHCH,,,,biliary_tract,Male,Bardeesy (MGH),,ECC2_BILIARY_TRACT,,,,EHCH,Extrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001999,PT-pmGuZF,950-5-BIK,9505BIK,,Academic lab,,CVCL_A1UH,PAAD,,,,pancreas,Male,Bardeesy (MGH),,9505BIK_PANCREAS,,,,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-002001,PT-3FxmoJ,A375 SKIN CJ1,A375SKINCJ1,54.0,Academic lab,,CVCL_A1VP,MEL,,,Primary,skin,Female,Cory Johannessen (Broad),,A375_SKIN_CJ1_RESISTANT,,Drug resistance: Dabrafenib and Trametinib,,MEL,Melanoma,Melanoma,Skin
ACH-002002,PT-3FxmoJ,A375 SKIN CJ2,A375SKINCJ2,54.0,Academic lab,,,MEL,,,Primary,skin,Female,Cory Johannessen (Broad),,A375_SKIN_CJ2_RESISTANT,,Drug resistance: SCH772984,,MEL,Melanoma,Melanoma,Skin
ACH-002003,PT-3FxmoJ,A375 SKIN CJ3,A375SKINCJ3,54.0,Academic lab,,CVCL_B3PJ,MEL,,,Primary,skin,Female,Cory Johannessen (Broad),,A375_SKIN_CJ3_RESISTANT,,Drug resistance: Dabrafenib and Trametinib,,MEL,Melanoma,Melanoma,Skin
ACH-002004,PT-Zu8A8i,UACC62 SKIN CJ1,UACC62SKINCJ1,,Academic lab,,CVCL_A1VN,MEL,,,,skin,Unknown,Cory Johannessen (Broad),,UACC62_SKIN_CJ1_RESISTANT,,Drug resistance: Dabrafenib and Trametinib,,MEL,Melanoma,Melanoma,Skin
ACH-002005,PT-4QtR2m,SK-MEL-19,SKMEL19,50.0,Academic lab,,CVCL_6025,SKCM,,,,skin,Male,Cory Johannessen (Broad),,SKMEL19_SKIN,,,,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-002011,PT-OP8ALo,MP46,MP46,69.0,Commercial,,CVCL_4D13,UM,,,Primary,uvea,Male,ATCC,,MP46_UVEA,,,,UM,Uveal Melanoma,Ocular Melanoma,Eye
ACH-002014,PT-5vJu3k,Mel270,MEL270,62.0,Academic lab,,CVCL_C302,UM,,,Primary,uvea,Male,,,MEL270_UVEA,,,,UM,Uveal Melanoma,Ocular Melanoma,Eye
ACH-002015,PT-N7xRpa,Mel285,MEL285,49.0,Academic lab,,CVCL_C303,UM,,,Primary,uvea,Female,(Leiden University),,MEL285_UVEA,,,,UM,Uveal Melanoma,Ocular Melanoma,Eye
ACH-002016,PT-MucJf6,Mel290,MEL290,67.0,Academic lab,,CVCL_C304,UM,,,Primary,uvea,Female,(Leiden University),,MEL290_UVEA,,,,UM,Uveal Melanoma,Ocular Melanoma,Eye
ACH-002017,PT-aDprgI,Omm1,OMM1,74.0,Academic lab,,CVCL_6939,UM,,,Metastatic,skin,Male,(Leiden University),,OMM1_UVEA,,,,UM,Uveal Melanoma,Ocular Melanoma,Eye
ACH-002018,PT-5vJu3k,Omm2.5,OMM25,62.0,Academic lab,,CVCL_C307,UM,,,Metastatic,liver,Male,,,OMM25_UVEA,,,,UM,Uveal Melanoma,Ocular Melanoma,Eye
ACH-002019,PT-AOzYCt,HOKUG,HOKUG,53.0,Commercial,,CVCL_8705,CEGCC,,,Primary,cervix,Female,RIKEN,,HOKUG_CERVIX,,,,CEGCC,Glassy Cell Carcinoma of the Cervix,Glassy Cell Carcinoma of the Cervix,Cervix
ACH-002020,PT-3SrUkP,SKG-IIIa,SKGIIIA,38.0,Commercial,SIDM00381,CVCL_1704,CESC,,,Primary,cervix,Female,RIKEN,,SKGIIIA_CERVIX,,,,CESC,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,Cervix
ACH-002021,PT-UGz23U,T3M-3,T3M3,,Commercial,,CVCL_8065,UCCA,,,Primary,Placenta,Female,RIKEN,,T3M3_PLACENTA,,,,UCCA,Choriocarcinoma,Gestational Trophoblastic Disease,Uterus
ACH-002023,PT-hlvUsv,TGBC18TKB,TGBC18TKB,79.0,Commercial,,CVCL_3338,AMPCA,,,Primary,large_intestine,Female,RIKEN,,TGBC18TKB_LARGE_INTESTINE,,,,AMPCA,Ampullary Carcinoma,Ampullary Carcinoma,Ampulla of Vater
ACH-002024,PT-2Stxl0,ECC4,ECC4,45.0,Commercial,SIDM00069,CVCL_1190,READ,,,Primary,large_intestine,Male,RIKEN,,ECC4_LARGE_INTESTINE,,,,READ,Rectal Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-002025,PT-mIVrGc,TT1TKB,TT1TKB,,Commercial,,CVCL_8764,READ,,,Primary,large_intestine,Male,RIKEN,,TT1TKB_LARGE_INTESTINE,,,,READ,Rectal Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-002026,PT-cgXnS7,HHUA,HHUA,54.0,Commercial,,CVCL_3866,UCEC,,,Primary,endometrium,Female,RIKEN,,HHUA_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-002027,PT-vIwQtl,HOUA-I,HOUAI,55.0,Commercial,,CVCL_3867,UCEC,,,Primary,endometrium,Female,RIKEN,,HOUAI_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-002029,PT-rJXazG,SAS,SAS,69.0,Commercial,SIDM00351,CVCL_1675,OCSC,,,Primary,upper_aerodigestive_tract,Female,RIKEN,,SAS_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002038,PT-BC5ORj,HSKTC,HSKTC,46.0,Commercial,,CVCL_8234,OOVC,,,Primary,ovary,Female,RIKEN,,HSKTC_OVARY,,,,OOVC,"Ovarian Cancer, Other","Ovarian Cancer, Other",Ovary/Fallopian Tube
ACH-002039,PT-mXNlfw,PK-8,PK8,,Commercial,,CVCL_4718,PAAD,,,Metastatic,liver,Unknown,RIKEN,,PK8_PANCREAS,,,,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-002040,PT-YbtlK5,HMV-II,HMVII,65.0,Commercial,SIDM00291,CVCL_1282,VMM,,,Primary,skin,Female,RIKEN,,HMVII_SKIN,,,,VMM,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina
ACH-002041,PT-PqWEZm,HOTHC,HOTHC,80.0,Commercial,,CVCL_8708,THAP,,,Primary,thyroid,Female,RIKEN,,HOTHC_THYROID,,,,THAP,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,Thyroid
ACH-002042,PT-vhf9cn,T3M-5,T3M5,71.0,Commercial,,CVCL_8064,HNSC,,,Primary,thyroid,Female,RIKEN,,T3M5_THYROID,,,,HNSC,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002043,PT-gB4Jfi,Ca9-22,CA922,43.0,Commercial,SIDM00489,CVCL_1102,OCSC,,,Primary,upper_aerodigestive_tract,Male,RIKEN,,CA922_UPPER_AERODIGESTIVE_TRACT,,Depmap has correct JCRB stock,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002044,PT-v9ccBc,HSQ-89,HSQ89,74.0,Commercial,,CVCL_7674,SNSC,,,Primary,upper_aerodigestive_tract,Male,RIKEN,,HSQ89_UPPER_AERODIGESTIVE_TRACT,,,,SNSC,Sinonasal Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002045,PT-a3mx1w,HO-1-u-1,HO1U1,72.0,Commercial,SIDM00591,CVCL_2784,OCSC,,,Primary,upper_aerodigestive_tract,Male,RIKEN,,HO1U1_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002046,PT-SKC9qY,HTMMT,HTMMT,66.0,Commercial,,CVCL_8721,UCS,,,Primary,endometrium,Female,RIKEN,,HTMMT_ENDOMETRIUM,,,,UCS,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,Endometrial Carcinoma,Uterus
ACH-002048,PT-oslMHT,RMS-YM,RMSYM,2.0,Commercial,,CVCL_A792,ERMS,,,Metastatic,soft_tissue,Male,RIKEN,,RMSYM_SOFT_TISSUE,,,,ERMS,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-002051,PT-K31XId,Lu-134-A,LU134A,80.0,Commercial,SIDM00296,CVCL_1387,SCLC,,,Primary,lung,Male,RIKEN,,LU134A_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002052,PT-0531Uw,Lu-139,LU139,63.0,Commercial,SIDM00293,CVCL_1390,SCLC,,,Primary,lung,Male,RIKEN,,LU139_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002055,PT-tk6NTJ,TL-1,TL1,10.0,Commercial,,CVCL_B371,BL,,,Primary,haematopoietic_and_lymphoid_tissue,Male,RIKEN,,TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BL,Burkitt Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-002058,PT-J5FdFW,ATN-1,ATN1,47.0,Commercial,SIDM00233,CVCL_1073,ATLL,,,Primary,haematopoietic_and_lymphoid_tissue,Male,RIKEN,,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-002059,PT-reOMOW,P30/OHK,P30OHK,11.0,Commercial,SIDM00364,CVCL_1631,BLL,,,Primary,bone_marrow,Female,RIKEN,,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-002061,PT-y8u0p3,P2UR/K-562,P2URK562,53.0,Commercial,,CVCL_L434,CMLBCRABL1,,,Primary,pleural_effusion,Female,RIKEN,,P2URK562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,CMLBCRABL1,"Chronic Myeloid Leukemia, BCR-ABL1+",Myeloproliferative Neoplasms,Myeloid
ACH-002062,PT-2hETfh,SLVL,SLVL,70.0,Commercial,SIDM00374,CVCL_3169,SMZL,,,Primary,haematopoietic_and_lymphoid_tissue,Female,RIKEN,,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,SMZL,Splenic Marginal Zone Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-002065,PT-KE06kr,HS-PSS,HSPSS,,Commercial,,CVCL_8717,MPNST,,,Metastatic,prostate,Male,RIKEN,,HSPSS_CENTRAL_NERVOUS_SYSTEM,,,,MPNST,Malignant Peripheral Nerve Sheath Tumor,Nerve Sheath Tumor,Peripheral Nervous System
ACH-002066,PT-coZfvw,HS-Sch-2,HSSCH2,54.0,Commercial,,CVCL_8718,MPNST,,,Primary,central_nervous_system,Female,RIKEN,,HSSCH2_CENTRAL_NERVOUS_SYSTEM,,,,MPNST,Malignant Peripheral Nerve Sheath Tumor,Nerve Sheath Tumor,Peripheral Nervous System
ACH-002067,PT-EcVEYs,NOS-1,NOS1,16.0,Commercial,SIDM00242,CVCL_1610,OS,,,Primary,bone,Male,RIKEN,,NOS1_BONE,,,,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-002069,PT-3pqp8N,HS-Os-1,HSOS1,11.0,Commercial,,CVCL_8716,OS,,,Primary,bone,Female,RIKEN,,HSOS1_BONE,,,,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-002077,PT-qVbV4Q,Lu-165,LU165,50.0,Commercial,SIDM00292,CVCL_1391,SCLC,,,Metastatic,lymph_node,Male,RIKEN,,LU165_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002080,PT-rlExpa,TN-2,TN2,,Commercial,,CVCL_5602,NBL,,,Primary,autonomic_ganglia,Male,RIKEN,,TN2_AUTONOMIC_GANGLIA,,,,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-002083,PT-NBxXXr,NB69,NB69,1.0,Commercial,SIDM00244,CVCL_1448,NBL,,,Primary,autonomic_ganglia,Male,RIKEN,,NB69_AUTONOMIC_GANGLIA,,,,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-002084,PT-Qsi22o,MMAc,MMAC,39.0,Commercial,SIDM00246,CVCL_5951,MEL,,,Metastatic,ascites,Female,RIKEN,,MMAC_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-002085,PT-QWZuVb,HS-SY-II,HSSYII,,Commercial,,CVCL_8719,SYNS,,,Metastatic,lung,Male,RIKEN,,HSSYII_LUNG,,,,SYNS,Synovial Sarcoma,Synovial Sarcoma,Soft Tissue
ACH-002089,PT-w6y5uu,201T,201T,68.0,,SIDM00055,CVCL_X481,LUAD,,,,lung,Male,Sanger,,201T_LUNG,1287381.0,,220.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-002090,PT-ySk3os,BB65-RCC,BB65RCC,,,SIDM00191,CVCL_1078,RCC,,,,kidney,Male,Sanger,,BB65RCC_KIDNEY,753533.0,,181.0,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-002091,PT-dvvVBK,CAL-39,CAL39,76.0,,SIDM00935,CVCL_1109,VSC,,,,cervix,Female,Sanger,,CAL39_VULVA,924107.0,,998.0,VSC,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina
ACH-002092,PT-LvJLfb,CHSA0011,CHSA0011,,,SIDM00051,CVCL_X483,CHS,,,,bone,Male,Sanger,,CHSA0011_BONE,1290767.0,,1466.0,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002093,PT-6A4Uap,CHSA0108,CHSA0108,,,SIDM00050,CVCL_X484,CHS,,,,bone,Male,Sanger,,CHSA0108_BONE,1290768.0,,280.0,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002094,PT-7BhS74,CHSA8926,CHSA8926,,,SIDM00176,CVCL_X485,CHS,,,,bone,Male,Sanger,,CHSA8926_BONE,1303912.0,,554.0,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002095,PT-toN1tP,COR-L303,CORL303,,,SIDM00510,CVCL_2411,SCLC,,,,lung,Female,Sanger,,CORL303_LUNG,1297438.0,,1942.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002096,PT-eNOXVI,CP50-MEL-B,CP50MELB,,,SIDM00175,CVCL_1143,MEL,,,,skin,Male,Sanger,,CP50MELB_SKIN,753545.0,,1248.0,MEL,Melanoma,Melanoma,Skin
ACH-002097,PT-4V4zXY,CP66-MEL,CP66MEL,,,SIDM00190,CVCL_1144,MEL,,,,skin,Male,Sanger,,CP66MEL_SKIN,753546.0,,1845.0,MEL,Melanoma,Melanoma,Skin
ACH-002098,PT-3Vy9bq,CP67-MEL,CP67MEL,,,SIDM00189,CVCL_1145,MEL,,,,skin,Unknown,Sanger,,CP67MEL_SKIN,949092.0,,640.0,MEL,Melanoma,Melanoma,Skin
ACH-002099,PT-QryVtu,CS1,CS1,62.0,,SIDM00199,CVCL_T023,CHS,,,,bone,Male,Sanger,,CS1_BONE,1290795.0,,1006.0,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002100,PT-wu5yKY,DJM-1,DJM1,87.0,,SIDM00281,CVCL_1172,CSCC,,,,skin,Female,Sanger,,DJM1_SKIN,906841.0,,899.0,CSCC,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,Skin
ACH-002101,PT-L9zIfE,EMC-BAC-1,EMCBAC1,,,SIDM00048,CVCL_X486,NSCLC,,,,lung,Male,Sanger,,EMCBAC1_LUNG,1503369.0,,967.0,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
